YearMonth,Year,Month,Bidding,Bid_Type,Category,quantity
2006 May,2006,May,2nd,Dollar Amount,Motorcycles,809
2006 May,2006,May,2nd,Dollar Amount,Open,11717
2006 May,2006,May,2nd,PQP,Cars <=1600cc,11168
2006 May,2006,May,2nd,PQP,Cars >1600cc,12656
2006 May,2006,May,2nd,PQP,Goods Vehicles and Buses,10266
2006 May,2006,May,2nd,PQP,Motorcycles,770
2006 Jun,2006,Jun,1st,Quota,Total,5487
2006 Jun,2006,Jun,1st,Quota,Cars <=1600cc,2217
2006 Jun,2006,Jun,1st,Quota,Cars >1600cc,1096
2006 Jun,2006,Jun,1st,Quota,Goods Vehicles and Buses,567
2006 Jun,2006,Jun,1st,Quota,Motorcycles,488
2006 Jun,2006,Jun,1st,Quota,Open,1119
2006 Jun,2006,Jun,1st,Successful,Total,5362
2006 Jun,2006,Jun,1st,Successful,Cars <=1600cc,2217
2006 Jun,2006,Jun,1st,Successful,Cars >1600cc,1096
2006 Jun,2006,Jun,1st,Successful,Goods Vehicles and Buses,567
2006 Jun,2006,Jun,1st,Successful,Motorcycles,399
2006 Jun,2006,Jun,1st,Successful,Open,1083
2006 Jun,2006,Jun,1st,Received,Total,7426
2006 Jun,2006,Jun,1st,Received,Cars <=1600cc,2688
2006 Jun,2006,Jun,1st,Received,Cars >1600cc,1426
2006 Jun,2006,Jun,1st,Received,Goods Vehicles and Buses,672
2006 Jun,2006,Jun,1st,Received,Motorcycles,707
2006 Jun,2006,Jun,1st,Received,Open,1933
2006 Jun,2006,Jun,1st,Dollar Amount,Cars <=1600cc,11202
2006 Jun,2006,Jun,1st,Dollar Amount,Cars >1600cc,12200
2006 Jun,2006,Jun,1st,Dollar Amount,Goods Vehicles and Buses,8657
2006 Jun,2006,Jun,1st,Dollar Amount,Motorcycles,1001
2006 Jun,2006,Jun,1st,Dollar Amount,Open,12000
2006 Jun,2006,Jun,2nd,Quota,Total,5476
2006 Jun,2006,Jun,2nd,Quota,Cars <=1600cc,2217
2006 Jun,2006,Jun,2nd,Quota,Cars >1600cc,1088
2006 Jun,2006,Jun,2nd,Quota,Goods Vehicles and Buses,571
2006 Jun,2006,Jun,2nd,Quota,Motorcycles,489
2006 Jun,2006,Jun,2nd,Quota,Open,1111
2006 Jun,2006,Jun,2nd,Successful,Total,5448
2006 Jun,2006,Jun,2nd,Successful,Cars <=1600cc,2213
2006 Jun,2006,Jun,2nd,Successful,Cars >1600cc,1084
2006 Jun,2006,Jun,2nd,Successful,Goods Vehicles and Buses,570
2006 Jun,2006,Jun,2nd,Successful,Motorcycles,486
2006 Jun,2006,Jun,2nd,Successful,Open,1095
2006 Jun,2006,Jun,2nd,Received,Total,6866
2006 Jun,2006,Jun,2nd,Received,Cars <=1600cc,2393
2006 Jun,2006,Jun,2nd,Received,Cars >1600cc,1256
2006 Jun,2006,Jun,2nd,Received,Goods Vehicles and Buses,893
2006 Jun,2006,Jun,2nd,Received,Motorcycles,608
2006 Jun,2006,Jun,2nd,Received,Open,1716
2006 Jun,2006,Jun,2nd,Dollar Amount,Cars <=1600cc,9301
2006 Jun,2006,Jun,2nd,Dollar Amount,Cars >1600cc,11001
2006 Jun,2006,Jun,2nd,Dollar Amount,Goods Vehicles and Buses,6308
2006 Jun,2006,Jun,2nd,Dollar Amount,Motorcycles,1061
2006 Jun,2006,Jun,2nd,Dollar Amount,Open,11002
2006 Jun,2006,Jun,2nd,PQP,Cars <=1600cc,10735
2006 Jun,2006,Jun,2nd,PQP,Cars >1600cc,12171
2006 Jun,2006,Jun,2nd,PQP,Goods Vehicles and Buses,9921
2006 Jun,2006,Jun,2nd,PQP,Motorcycles,880
2006 Jul,2006,Jul,1st,Quota,Total,5587
2006 Jul,2006,Jul,1st,Quota,Cars <=1600cc,2216
2006 Jul,2006,Jul,1st,Quota,Cars >1600cc,1084
2006 Jul,2006,Jul,1st,Quota,Goods Vehicles and Buses,563
2006 Jul,2006,Jul,1st,Quota,Motorcycles,577
2006 Jul,2006,Jul,1st,Quota,Open,1147
2006 Jul,2006,Jul,1st,Successful,Total,5551
2006 Jul,2006,Jul,1st,Successful,Cars <=1600cc,2210
2006 Jul,2006,Jul,1st,Successful,Cars >1600cc,1084
2006 Jul,2006,Jul,1st,Successful,Goods Vehicles and Buses,555
2006 Jul,2006,Jul,1st,Successful,Motorcycles,560
2006 Jul,2006,Jul,1st,Successful,Open,1142
2006 Jul,2006,Jul,1st,Received,Total,7405
2006 Jul,2006,Jul,1st,Received,Cars <=1600cc,2867
2006 Jul,2006,Jul,1st,Received,Cars >1600cc,1240
2006 Jul,2006,Jul,1st,Received,Goods Vehicles and Buses,816
2006 Jul,2006,Jul,1st,Received,Motorcycles,804
2006 Jul,2006,Jul,1st,Received,Open,1678
2006 Jul,2006,Jul,1st,Dollar Amount,Cars <=1600cc,10201
2006 Jul,2006,Jul,1st,Dollar Amount,Cars >1600cc,10801
2006 Jul,2006,Jul,1st,Dollar Amount,Goods Vehicles and Buses,5951
2006 Jul,2006,Jul,1st,Dollar Amount,Motorcycles,900
2006 Jul,2006,Jul,1st,Dollar Amount,Open,10803
2006 Jul,2006,Jul,2nd,Quota,Total,5493
2006 Jul,2006,Jul,2nd,Quota,Cars <=1600cc,2221
2006 Jul,2006,Jul,2nd,Quota,Cars >1600cc,1089
2006 Jul,2006,Jul,2nd,Quota,Goods Vehicles and Buses,565
2006 Jul,2006,Jul,2nd,Quota,Motorcycles,491
2006 Jul,2006,Jul,2nd,Quota,Open,1127
2006 Jul,2006,Jul,2nd,Successful,Total,5420
2006 Jul,2006,Jul,2nd,Successful,Cars <=1600cc,2213
2006 Jul,2006,Jul,2nd,Successful,Cars >1600cc,1089
2006 Jul,2006,Jul,2nd,Successful,Goods Vehicles and Buses,503
2006 Jul,2006,Jul,2nd,Successful,Motorcycles,489
2006 Jul,2006,Jul,2nd,Successful,Open,1126
2006 Jul,2006,Jul,2nd,Received,Total,7247
2006 Jul,2006,Jul,2nd,Received,Cars <=1600cc,2776
2006 Jul,2006,Jul,2nd,Received,Cars >1600cc,1332
2006 Jul,2006,Jul,2nd,Received,Goods Vehicles and Buses,815
2006 Jul,2006,Jul,2nd,Received,Motorcycles,606
2006 Jul,2006,Jul,2nd,Received,Open,1718
2006 Jul,2006,Jul,2nd,Dollar Amount,Cars <=1600cc,10803
2006 Jul,2006,Jul,2nd,Dollar Amount,Cars >1600cc,10600
2006 Jul,2006,Jul,2nd,Dollar Amount,Goods Vehicles and Buses,5501
2006 Jul,2006,Jul,2nd,Dollar Amount,Motorcycles,881
2006 Jul,2006,Jul,2nd,Dollar Amount,Open,11101
2006 Jul,2006,Jul,2nd,PQP,Cars <=1600cc,10269
2006 Jul,2006,Jul,2nd,PQP,Cars >1600cc,11321
2006 Jul,2006,Jul,2nd,PQP,Goods Vehicles and Buses,8270
2006 Jul,2006,Jul,2nd,PQP,Motorcycles,909
2006 Aug,2006,Aug,1st,Quota,Total,5498
2006 Aug,2006,Aug,1st,Quota,Cars <=1600cc,2222
2006 Aug,2006,Aug,1st,Quota,Cars >1600cc,1084
2006 Aug,2006,Aug,1st,Quota,Goods Vehicles and Buses,571
2006 Aug,2006,Aug,1st,Quota,Motorcycles,505
2006 Aug,2006,Aug,1st,Quota,Open,1116
2006 Aug,2006,Aug,1st,Successful,Total,5462
2006 Aug,2006,Aug,1st,Successful,Cars <=1600cc,2215
2006 Aug,2006,Aug,1st,Successful,Cars >1600cc,1064
2006 Aug,2006,Aug,1st,Successful,Goods Vehicles and Buses,568
2006 Aug,2006,Aug,1st,Successful,Motorcycles,501
2006 Aug,2006,Aug,1st,Successful,Open,1114
2006 Aug,2006,Aug,1st,Received,Total,7825
2006 Aug,2006,Aug,1st,Received,Cars <=1600cc,3333
2006 Aug,2006,Aug,1st,Received,Cars >1600cc,1365
2006 Aug,2006,Aug,1st,Received,Goods Vehicles and Buses,775
2006 Aug,2006,Aug,1st,Received,Motorcycles,683
2006 Aug,2006,Aug,1st,Received,Open,1669
2006 Aug,2006,Aug,1st,Dollar Amount,Cars <=1600cc,11901
2006 Aug,2006,Aug,1st,Dollar Amount,Cars >1600cc,12501
2006 Aug,2006,Aug,1st,Dollar Amount,Goods Vehicles and Buses,9001
2006 Aug,2006,Aug,1st,Dollar Amount,Motorcycles,1057
2006 Aug,2006,Aug,1st,Dollar Amount,Open,12699
2006 Aug,2006,Aug,2nd,Quota,Total,5538
2006 Aug,2006,Aug,2nd,Quota,Cars <=1600cc,2225
2006 Aug,2006,Aug,2nd,Quota,Cars >1600cc,1085
2006 Aug,2006,Aug,2nd,Quota,Goods Vehicles and Buses,626
2006 Aug,2006,Aug,2nd,Quota,Motorcycles,490
2006 Aug,2006,Aug,2nd,Quota,Open,1112
2006 Aug,2006,Aug,2nd,Successful,Total,5509
2006 Aug,2006,Aug,2nd,Successful,Cars <=1600cc,2219
2006 Aug,2006,Aug,2nd,Successful,Cars >1600cc,1084
2006 Aug,2006,Aug,2nd,Successful,Goods Vehicles and Buses,617
2006 Aug,2006,Aug,2nd,Successful,Motorcycles,481
2006 Aug,2006,Aug,2nd,Successful,Open,1108
2006 Aug,2006,Aug,2nd,Received,Total,8410
2006 Aug,2006,Aug,2nd,Received,Cars <=1600cc,3398
2006 Aug,2006,Aug,2nd,Received,Cars >1600cc,1406
2006 Aug,2006,Aug,2nd,Received,Goods Vehicles and Buses,1165
2006 Aug,2006,Aug,2nd,Received,Motorcycles,552
2006 Aug,2006,Aug,2nd,Received,Open,1889
2006 Aug,2006,Aug,2nd,Dollar Amount,Cars <=1600cc,12989
2006 Aug,2006,Aug,2nd,Dollar Amount,Cars >1600cc,13890
2006 Aug,2006,Aug,2nd,Dollar Amount,Goods Vehicles and Buses,10806
2006 Aug,2006,Aug,2nd,Dollar Amount,Motorcycles,902
2006 Aug,2006,Aug,2nd,Dollar Amount,Open,13605
2006 Aug,2006,Aug,2nd,PQP,Cars <=1600cc,11067
2006 Aug,2006,Aug,2nd,PQP,Cars >1600cc,11833
2006 Aug,2006,Aug,2nd,PQP,Goods Vehicles and Buses,7704
2006 Aug,2006,Aug,2nd,PQP,Motorcycles,967
2006 Sep,2006,Sep,1st,Quota,Total,5498
2006 Sep,2006,Sep,1st,Quota,Cars <=1600cc,2223
2006 Sep,2006,Sep,1st,Quota,Cars >1600cc,1104
2006 Sep,2006,Sep,1st,Quota,Goods Vehicles and Buses,566
2006 Sep,2006,Sep,1st,Quota,Motorcycles,492
2006 Sep,2006,Sep,1st,Quota,Open,1113
2006 Sep,2006,Sep,1st,Successful,Total,5377
2006 Sep,2006,Sep,1st,Successful,Cars <=1600cc,2222
2006 Sep,2006,Sep,1st,Successful,Cars >1600cc,1101
2006 Sep,2006,Sep,1st,Successful,Goods Vehicles and Buses,555
2006 Sep,2006,Sep,1st,Successful,Motorcycles,474
2006 Sep,2006,Sep,1st,Successful,Open,1025
2006 Sep,2006,Sep,1st,Received,Total,7737
2006 Sep,2006,Sep,1st,Received,Cars <=1600cc,2878
2006 Sep,2006,Sep,1st,Received,Cars >1600cc,1448
2006 Sep,2006,Sep,1st,Received,Goods Vehicles and Buses,844
2006 Sep,2006,Sep,1st,Received,Motorcycles,656
2006 Sep,2006,Sep,1st,Received,Open,1911
2006 Sep,2006,Sep,1st,Dollar Amount,Cars <=1600cc,13003
2006 Sep,2006,Sep,1st,Dollar Amount,Cars >1600cc,14701
2006 Sep,2006,Sep,1st,Dollar Amount,Goods Vehicles and Buses,15201
2006 Sep,2006,Sep,1st,Dollar Amount,Motorcycles,902
2006 Sep,2006,Sep,1st,Dollar Amount,Open,15200
2006 Sep,2006,Sep,2nd,Quota,Total,5494
2006 Sep,2006,Sep,2nd,Quota,Cars <=1600cc,2223
2006 Sep,2006,Sep,2nd,Quota,Cars >1600cc,1086
2006 Sep,2006,Sep,2nd,Quota,Goods Vehicles and Buses,573
2006 Sep,2006,Sep,2nd,Quota,Motorcycles,497
2006 Sep,2006,Sep,2nd,Quota,Open,1115
2006 Sep,2006,Sep,2nd,Successful,Total,5324
2006 Sep,2006,Sep,2nd,Successful,Cars <=1600cc,2223
2006 Sep,2006,Sep,2nd,Successful,Cars >1600cc,1086
2006 Sep,2006,Sep,2nd,Successful,Goods Vehicles and Buses,417
2006 Sep,2006,Sep,2nd,Successful,Motorcycles,496
2006 Sep,2006,Sep,2nd,Successful,Open,1102
2006 Sep,2006,Sep,2nd,Received,Total,7879
2006 Sep,2006,Sep,2nd,Received,Cars <=1600cc,2921
2006 Sep,2006,Sep,2nd,Received,Cars >1600cc,1440
2006 Sep,2006,Sep,2nd,Received,Goods Vehicles and Buses,1027
2006 Sep,2006,Sep,2nd,Received,Motorcycles,620
2006 Sep,2006,Sep,2nd,Received,Open,1871
2006 Sep,2006,Sep,2nd,Dollar Amount,Cars <=1600cc,13102
2006 Sep,2006,Sep,2nd,Dollar Amount,Cars >1600cc,14399
2006 Sep,2006,Sep,2nd,Dollar Amount,Goods Vehicles and Buses,14200
2006 Sep,2006,Sep,2nd,Dollar Amount,Motorcycles,857
2006 Sep,2006,Sep,2nd,Dollar Amount,Open,14900
2006 Sep,2006,Sep,2nd,PQP,Cars <=1600cc,12000
2006 Sep,2006,Sep,2nd,PQP,Cars >1600cc,12816
2006 Sep,2006,Sep,2nd,PQP,Goods Vehicles and Buses,10110
2006 Sep,2006,Sep,2nd,PQP,Motorcycles,917
2006 Oct,2006,Oct,1st,Quota,Total,6296
2006 Oct,2006,Oct,1st,Quota,Cars <=1600cc,2670
2006 Oct,2006,Oct,1st,Quota,Cars >1600cc,1272
2006 Oct,2006,Oct,1st,Quota,Goods Vehicles and Buses,519
2006 Oct,2006,Oct,1st,Quota,Motorcycles,465
2006 Oct,2006,Oct,1st,Quota,Open,1370
2006 Oct,2006,Oct,1st,Successful,Total,6158
2006 Oct,2006,Oct,1st,Successful,Cars <=1600cc,2644
2006 Oct,2006,Oct,1st,Successful,Cars >1600cc,1253
2006 Oct,2006,Oct,1st,Successful,Goods Vehicles and Buses,509
2006 Oct,2006,Oct,1st,Successful,Motorcycles,460
2006 Oct,2006,Oct,1st,Successful,Open,1292
2006 Oct,2006,Oct,1st,Received,Total,8166
2006 Oct,2006,Oct,1st,Received,Cars <=1600cc,2953
2006 Oct,2006,Oct,1st,Received,Cars >1600cc,1496
2006 Oct,2006,Oct,1st,Received,Goods Vehicles and Buses,900
2006 Oct,2006,Oct,1st,Received,Motorcycles,761
2006 Oct,2006,Oct,1st,Received,Open,2056
2006 Oct,2006,Oct,1st,Dollar Amount,Cars <=1600cc,12001
2006 Oct,2006,Oct,1st,Dollar Amount,Cars >1600cc,12501
2006 Oct,2006,Oct,1st,Dollar Amount,Goods Vehicles and Buses,11203
2006 Oct,2006,Oct,1st,Dollar Amount,Motorcycles,1001
2006 Oct,2006,Oct,1st,Dollar Amount,Open,13000
2006 Oct,2006,Oct,2nd,Quota,Total,6344
2006 Oct,2006,Oct,2nd,Quota,Cars <=1600cc,2669
2006 Oct,2006,Oct,2nd,Quota,Cars >1600cc,1269
2006 Oct,2006,Oct,2nd,Quota,Goods Vehicles and Buses,663
2006 Oct,2006,Oct,2nd,Quota,Motorcycles,448
2006 Oct,2006,Oct,2nd,Quota,Open,1295
2006 Oct,2006,Oct,2nd,Successful,Total,6270
2006 Oct,2006,Oct,2nd,Successful,Cars <=1600cc,2669
2006 Oct,2006,Oct,2nd,Successful,Cars >1600cc,1269
2006 Oct,2006,Oct,2nd,Successful,Goods Vehicles and Buses,630
2006 Oct,2006,Oct,2nd,Successful,Motorcycles,412
2006 Oct,2006,Oct,2nd,Successful,Open,1290
2006 Oct,2006,Oct,2nd,Received,Total,7649
2006 Oct,2006,Oct,2nd,Received,Cars <=1600cc,2761
2006 Oct,2006,Oct,2nd,Received,Cars >1600cc,1530
2006 Oct,2006,Oct,2nd,Received,Goods Vehicles and Buses,749
2006 Oct,2006,Oct,2nd,Received,Motorcycles,633
2006 Oct,2006,Oct,2nd,Received,Open,1976
2006 Oct,2006,Oct,2nd,Dollar Amount,Cars <=1600cc,10510
2006 Oct,2006,Oct,2nd,Dollar Amount,Cars >1600cc,12989
2006 Oct,2006,Oct,2nd,Dollar Amount,Goods Vehicles and Buses,2001
2006 Oct,2006,Oct,2nd,Dollar Amount,Motorcycles,1102
2006 Oct,2006,Oct,2nd,Dollar Amount,Open,12605
2006 Oct,2006,Oct,2nd,PQP,Cars <=1600cc,12251
2006 Oct,2006,Oct,2nd,PQP,Cars >1600cc,13497
2006 Oct,2006,Oct,2nd,PQP,Goods Vehicles and Buses,10402
2006 Oct,2006,Oct,2nd,PQP,Motorcycles,971
2006 Nov,2006,Nov,1st,Quota,Total,6313
2006 Nov,2006,Nov,1st,Quota,Cars <=1600cc,2695
2006 Nov,2006,Nov,1st,Quota,Cars >1600cc,1288
2006 Nov,2006,Nov,1st,Quota,Goods Vehicles and Buses,518
2006 Nov,2006,Nov,1st,Quota,Motorcycles,452
2006 Nov,2006,Nov,1st,Quota,Open,1360
2006 Nov,2006,Nov,1st,Successful,Total,6266
2006 Nov,2006,Nov,1st,Successful,Cars <=1600cc,2693
2006 Nov,2006,Nov,1st,Successful,Cars >1600cc,1288
2006 Nov,2006,Nov,1st,Successful,Goods Vehicles and Buses,515
2006 Nov,2006,Nov,1st,Successful,Motorcycles,411
2006 Nov,2006,Nov,1st,Successful,Open,1359
2006 Nov,2006,Nov,1st,Received,Total,9141
2006 Nov,2006,Nov,1st,Received,Cars <=1600cc,4013
2006 Nov,2006,Nov,1st,Received,Cars >1600cc,1683
2006 Nov,2006,Nov,1st,Received,Goods Vehicles and Buses,682
2006 Nov,2006,Nov,1st,Received,Motorcycles,641
2006 Nov,2006,Nov,1st,Received,Open,2122
2006 Nov,2006,Nov,1st,Dollar Amount,Cars <=1600cc,12979
2006 Nov,2006,Nov,1st,Dollar Amount,Cars >1600cc,13811
2006 Nov,2006,Nov,1st,Dollar Amount,Goods Vehicles and Buses,3669
2006 Nov,2006,Nov,1st,Dollar Amount,Motorcycles,1201
2006 Nov,2006,Nov,1st,Dollar Amount,Open,14156
2006 Nov,2006,Nov,2nd,Quota,Total,6248
2006 Nov,2006,Nov,2nd,Quota,Cars <=1600cc,2669
2006 Nov,2006,Nov,2nd,Quota,Cars >1600cc,1269
2006 Nov,2006,Nov,2nd,Quota,Goods Vehicles and Buses,540
2006 Nov,2006,Nov,2nd,Quota,Motorcycles,483
2006 Nov,2006,Nov,2nd,Quota,Open,1287
2006 Nov,2006,Nov,2nd,Successful,Total,6228
2006 Nov,2006,Nov,2nd,Successful,Cars <=1600cc,2668
2006 Nov,2006,Nov,2nd,Successful,Cars >1600cc,1266
2006 Nov,2006,Nov,2nd,Successful,Goods Vehicles and Buses,539
2006 Nov,2006,Nov,2nd,Successful,Motorcycles,476
2006 Nov,2006,Nov,2nd,Successful,Open,1279
2006 Nov,2006,Nov,2nd,Received,Total,8265
2006 Nov,2006,Nov,2nd,Received,Cars <=1600cc,3499
2006 Nov,2006,Nov,2nd,Received,Cars >1600cc,1696
2006 Nov,2006,Nov,2nd,Received,Goods Vehicles and Buses,577
2006 Nov,2006,Nov,2nd,Received,Motorcycles,512
2006 Nov,2006,Nov,2nd,Received,Open,1981
2006 Nov,2006,Nov,2nd,Dollar Amount,Cars <=1600cc,12689
2006 Nov,2006,Nov,2nd,Dollar Amount,Cars >1600cc,14509
2006 Nov,2006,Nov,2nd,Dollar Amount,Goods Vehicles and Buses,1003
2006 Nov,2006,Nov,2nd,Dollar Amount,Motorcycles,702
2006 Nov,2006,Nov,2nd,Dollar Amount,Open,14501
2006 Nov,2006,Nov,2nd,PQP,Cars <=1600cc,12381
2006 Nov,2006,Nov,2nd,PQP,Cars >1600cc,13819
2006 Nov,2006,Nov,2nd,PQP,Goods Vehicles and Buses,7880
2006 Nov,2006,Nov,2nd,PQP,Motorcycles,961
2006 Dec,2006,Dec,1st,Quota,Total,6221
2006 Dec,2006,Dec,1st,Quota,Cars <=1600cc,2670
2006 Dec,2006,Dec,1st,Quota,Cars >1600cc,1269
2006 Dec,2006,Dec,1st,Quota,Goods Vehicles and Buses,511
2006 Dec,2006,Dec,1st,Quota,Motorcycles,488
2006 Dec,2006,Dec,1st,Quota,Open,1283
2006 Dec,2006,Dec,1st,Successful,Total,6184
2006 Dec,2006,Dec,1st,Successful,Cars <=1600cc,2670
2006 Dec,2006,Dec,1st,Successful,Cars >1600cc,1267
2006 Dec,2006,Dec,1st,Successful,Goods Vehicles and Buses,510
2006 Dec,2006,Dec,1st,Successful,Motorcycles,476
2006 Dec,2006,Dec,1st,Successful,Open,1261
2006 Dec,2006,Dec,1st,Received,Total,7839
2006 Dec,2006,Dec,1st,Received,Cars <=1600cc,3018
2006 Dec,2006,Dec,1st,Received,Cars >1600cc,1521
2006 Dec,2006,Dec,1st,Received,Goods Vehicles and Buses,550
2006 Dec,2006,Dec,1st,Received,Motorcycles,759
2006 Dec,2006,Dec,1st,Received,Open,1991
2006 Dec,2006,Dec,1st,Dollar Amount,Cars <=1600cc,12200
2006 Dec,2006,Dec,1st,Dollar Amount,Cars >1600cc,14389
2006 Dec,2006,Dec,1st,Dollar Amount,Goods Vehicles and Buses,509
2006 Dec,2006,Dec,1st,Dollar Amount,Motorcycles,1251
2006 Dec,2006,Dec,1st,Dollar Amount,Open,14669
2006 Dec,2006,Dec,2nd,Quota,Total,6194
2006 Dec,2006,Dec,2nd,Quota,Cars <=1600cc,2670
2006 Dec,2006,Dec,2nd,Quota,Cars >1600cc,1272
2006 Dec,2006,Dec,2nd,Quota,Goods Vehicles and Buses,508
2006 Dec,2006,Dec,2nd,Quota,Motorcycles,454
2006 Dec,2006,Dec,2nd,Quota,Open,1290
2006 Dec,2006,Dec,2nd,Successful,Total,6049
2006 Dec,2006,Dec,2nd,Successful,Cars <=1600cc,2668
2006 Dec,2006,Dec,2nd,Successful,Cars >1600cc,1240
2006 Dec,2006,Dec,2nd,Successful,Goods Vehicles and Buses,490
2006 Dec,2006,Dec,2nd,Successful,Motorcycles,448
2006 Dec,2006,Dec,2nd,Successful,Open,1203
2006 Dec,2006,Dec,2nd,Received,Total,7181
2006 Dec,2006,Dec,2nd,Received,Cars <=1600cc,2886
2006 Dec,2006,Dec,2nd,Received,Cars >1600cc,1413
2006 Dec,2006,Dec,2nd,Received,Goods Vehicles and Buses,490
2006 Dec,2006,Dec,2nd,Received,Motorcycles,684
2006 Dec,2006,Dec,2nd,Received,Open,1708
2006 Dec,2006,Dec,2nd,Dollar Amount,Cars <=1600cc,9605
2006 Dec,2006,Dec,2nd,Dollar Amount,Cars >1600cc,12889
2006 Dec,2006,Dec,2nd,Dollar Amount,Goods Vehicles and Buses,1
2006 Dec,2006,Dec,2nd,Dollar Amount,Motorcycles,1210
2006 Dec,2006,Dec,2nd,Dollar Amount,Open,13499
2006 Dec,2006,Dec,2nd,PQP,Cars <=1600cc,11664
2006 Dec,2006,Dec,2nd,PQP,Cars >1600cc,13515
2006 Dec,2006,Dec,2nd,PQP,Goods Vehicles and Buses,3065
2006 Dec,2006,Dec,2nd,PQP,Motorcycles,1078
2007 Jan,2007,Jan,1st,Quota,Total,6211
2007 Jan,2007,Jan,1st,Quota,Cars <=1600cc,2668
2007 Jan,2007,Jan,1st,Quota,Cars >1600cc,1271
2007 Jan,2007,Jan,1st,Quota,Goods Vehicles and Buses,509
2007 Jan,2007,Jan,1st,Quota,Motorcycles,459
2007 Jan,2007,Jan,1st,Quota,Open,1304
2007 Jan,2007,Jan,1st,Successful,Total,5935
2007 Jan,2007,Jan,1st,Successful,Cars <=1600cc,2663
2007 Jan,2007,Jan,1st,Successful,Cars >1600cc,1268
2007 Jan,2007,Jan,1st,Successful,Goods Vehicles and Buses,338
2007 Jan,2007,Jan,1st,Successful,Motorcycles,370
2007 Jan,2007,Jan,1st,Successful,Open,1296
2007 Jan,2007,Jan,1st,Received,Total,8106
2007 Jan,2007,Jan,1st,Received,Cars <=1600cc,3686
2007 Jan,2007,Jan,1st,Received,Cars >1600cc,1460
2007 Jan,2007,Jan,1st,Received,Goods Vehicles and Buses,338
2007 Jan,2007,Jan,1st,Received,Motorcycles,759
2007 Jan,2007,Jan,1st,Received,Open,1863
2007 Jan,2007,Jan,1st,Dollar Amount,Cars <=1600cc,11704
2007 Jan,2007,Jan,1st,Dollar Amount,Cars >1600cc,13001
2007 Jan,2007,Jan,1st,Dollar Amount,Goods Vehicles and Buses,1
2007 Jan,2007,Jan,1st,Dollar Amount,Motorcycles,1214
2007 Jan,2007,Jan,1st,Dollar Amount,Open,13301
2007 Jan,2007,Jan,2nd,Quota,Total,6319
2007 Jan,2007,Jan,2nd,Quota,Cars <=1600cc,2671
2007 Jan,2007,Jan,2nd,Quota,Cars >1600cc,1301
2007 Jan,2007,Jan,2nd,Quota,Goods Vehicles and Buses,525
2007 Jan,2007,Jan,2nd,Quota,Motorcycles,453
2007 Jan,2007,Jan,2nd,Quota,Open,1369
2007 Jan,2007,Jan,2nd,Successful,Total,6102
2007 Jan,2007,Jan,2nd,Successful,Cars <=1600cc,2670
2007 Jan,2007,Jan,2nd,Successful,Cars >1600cc,1298
2007 Jan,2007,Jan,2nd,Successful,Goods Vehicles and Buses,367
2007 Jan,2007,Jan,2nd,Successful,Motorcycles,417
2007 Jan,2007,Jan,2nd,Successful,Open,1350
2007 Jan,2007,Jan,2nd,Received,Total,7490
2007 Jan,2007,Jan,2nd,Received,Cars <=1600cc,3155
2007 Jan,2007,Jan,2nd,Received,Cars >1600cc,1446
2007 Jan,2007,Jan,2nd,Received,Goods Vehicles and Buses,367
2007 Jan,2007,Jan,2nd,Received,Motorcycles,690
2007 Jan,2007,Jan,2nd,Received,Open,1832
2007 Jan,2007,Jan,2nd,Dollar Amount,Cars <=1600cc,11881
2007 Jan,2007,Jan,2nd,Dollar Amount,Cars >1600cc,12000
2007 Jan,2007,Jan,2nd,Dollar Amount,Goods Vehicles and Buses,1
2007 Jan,2007,Jan,2nd,Dollar Amount,Motorcycles,1189
2007 Jan,2007,Jan,2nd,Dollar Amount,Open,12599
2007 Jan,2007,Jan,2nd,PQP,Cars <=1600cc,11843
2007 Jan,2007,Jan,2nd,PQP,Cars >1600cc,13434
2007 Jan,2007,Jan,2nd,PQP,Goods Vehicles and Buses,864
2007 Jan,2007,Jan,2nd,PQP,Motorcycles,1128
2007 Feb,2007,Feb,1st,Quota,Total,6450
2007 Feb,2007,Feb,1st,Quota,Cars <=1600cc,2673
2007 Feb,2007,Feb,1st,Quota,Cars >1600cc,1272
2007 Feb,2007,Feb,1st,Quota,Goods Vehicles and Buses,679
2007 Feb,2007,Feb,1st,Quota,Motorcycles,536
2007 Feb,2007,Feb,1st,Quota,Open,1290
2007 Feb,2007,Feb,1st,Successful,Total,6229
2007 Feb,2007,Feb,1st,Successful,Cars <=1600cc,2654
2007 Feb,2007,Feb,1st,Successful,Cars >1600cc,1267
2007 Feb,2007,Feb,1st,Successful,Goods Vehicles and Buses,506
2007 Feb,2007,Feb,1st,Successful,Motorcycles,512
2007 Feb,2007,Feb,1st,Successful,Open,1290
2007 Feb,2007,Feb,1st,Received,Total,7383
2007 Feb,2007,Feb,1st,Received,Cars <=1600cc,3005
2007 Feb,2007,Feb,1st,Received,Cars >1600cc,1449
2007 Feb,2007,Feb,1st,Received,Goods Vehicles and Buses,506
2007 Feb,2007,Feb,1st,Received,Motorcycles,639
2007 Feb,2007,Feb,1st,Received,Open,1784
2007 Feb,2007,Feb,1st,Dollar Amount,Cars <=1600cc,11489
2007 Feb,2007,Feb,1st,Dollar Amount,Cars >1600cc,12152
2007 Feb,2007,Feb,1st,Dollar Amount,Goods Vehicles and Buses,1
2007 Feb,2007,Feb,1st,Dollar Amount,Motorcycles,1001
